anuncio_data;anuncio_ano;anuncio_mes;empresa_alvo;municipio;regiao;descr_investimento;setor_desc;cnae_inv_2_desc
11/10/2020;2020;10;Daron;Itanhaém;RA Santos;Abertura loja de produtos e serviços relacionados aos dispositivos que recuperam a audição e na manutenção de aparelhos auditivos;Comércio;Comércio varejista
11/10/2020;2020;10;Daron;Santo André;RM São Paulo;Reforma loja produtos e serviços relacionados aos dispositivos que recuperam a audição, manutenção de aparelhos auditivos e óculos de grau na Rua Dr. Albuquerque Lins;Comércio;Comércio varejista
11/10/2020;2020;10;Bistrô da Cidade;Piracicaba;RA Campinas;Abertura restaurante e massas artesanais e delivery, um cantinho vegan, o Aconchego Vegan na avenida Nove de Julho, 1179, bairro Castelinho;Serviços;Alimentação
08/10/2020;2020;10;Vila Paraíso Restaurante;Campinas;RA Campinas;Instalação usina de energia solar com capacidade de geração de 192 KW, para todas as unidades do grupo;Serviços;Alimentação
08/10/2020;2020;10;Telecom Itália Mobile - TIM;Inter-regionais;Inter-regionais;Abertura loja de telefones celulares, 63 unidades no Estado de SP ;Comércio;Comércio varejista
08/10/2020;2020;10;Tivit;São Paulo;RM São Paulo;Abertura laboratório de inovação, chamado Tivit Labs para o desenvolvimento de novas tecnologias;Serviços;Pesquisa e desenvolvimento científico
07/10/2020;2020;10;Shopping Iguatemi Campinas;Campinas;RA Campinas;Inauguração espaço cultural do shopping;Serviços;Atividades artísticas, criativas e de espetáculos
07/10/2020;2020;10;Grupo Austa;São José do Rio Preto;RA São José do Rio Preto;Construção unidade  respiratória, de internação de pacientes da Covid-19 nos Hospital Austa ou Hospital Care;Serviços;Atividades de atenção à saúde humana
07/10/2020;2020;10;Grupo Austa;São José do Rio Preto;RA São José do Rio Preto;Modernização complexo hospitalar, com a ampliação do centro cirúrgico e de leitos de UTI,  aquisição de modernos equipamentos de diagnóstico e tratamento nos  Hospital Austa e a Hospital Care;Serviços;Atividades de atenção à saúde humana
07/10/2020;2020;10;Hospital Unimed São Domingos - HUSD;Catanduva;RA São José do Rio Preto;Implantação tecnologia  e segurança com o sistema de prontuário eletrônico para aprimorar os processos internos e ampliação da área da Unidade de Terapia Intensiva (UTI) Adulto e a ala de quimioterapia;Serviços;Atividades de atenção à saúde humana
07/10/2020;2020;10;Hospital Beneficência Portuguesa de São José do Rio Preto;São José do Rio Preto;RA São José do Rio Preto;Aquisição equipamento e tecnologias, o robô da Vinci Xi® Surgical System usado para cirurgias minimamente invasivas;Serviços;Atividades de atenção à saúde humana
07/10/2020;2020;10;Hospital de Olhos - Hora;São José do Rio Preto;RA São José do Rio Preto;Inauguração hospital oftalmológico ;Serviços;Atividades de atenção à saúde humana
07/10/2020;2020;10;KD Diagnósticos;São José do Rio Preto;RA São José do Rio Preto;Abertura unidade de exames de diversas áreas, além de cursos presenciais para profissionais da saúde, com ênfase em ultrassonografia no Plaza Avenida Shopping;Serviços;Atividades de atenção à saúde humana
07/10/2020;2020;10;Ultra-X;São José do Rio Preto;RA São José do Rio Preto;Reforma Centro e diagnósticos de exames de imagem, medicina laboratorial e nuclear com a compra de softwares;Serviços;Atividades de atenção à saúde humana
06/10/2020;2020;10;Mbigucci;Santo André;RM São Paulo;Construção condomínio  logístico um conjunto de galpões na AV. dos Estados;Serviços;Atividades imobiliárias
05/10/2020;2020;10;Big Mart;Castilho;RA Araçatuba;Construção hipermercado com predominância de produtos alimentícios;Comércio;Comércio varejista
05/10/2020;2020;10;Metrô;São Paulo;RM São Paulo;Construção Linha  6 - Laranja, ligando a zona norte ao centro (Brasilândia a São Joaquim);Infraestrutura;Transporte terrestre
04/10/2020;2020;10;Expresso de Prata;Bauru;RA Bauru;Instalação Sistema de Bio Segurança: esterilização por UV-C no ar-condicionado e nos dois toaletes nos seus ônibus;Infraestrutura;Transporte terrestre
03/10/2020;2020;10;Mais1 Café;São Paulo;RM São Paulo;Abertura cafeteria automática, o pedido é feito num totem digital, com pagamento online, e o funcionário é o próprio barista;Serviços;Alimentação
01/10/2020;2020;10;Coca-Cola Femsa;Santo André;RM São Paulo;Construção centro de distribuição  - CD, localizado na Avenida dos Estados;Indústria;Fabricação de bebidas
01/10/2020;2020;10;iFood;São Paulo;RM São Paulo;Abertura espaço de apoio para os ciclistas que trabalham para a plataforma na rua Fradique Coutinho, 540;Serviços;Alimentação
01/10/2020;2020;10;Autoridade Portuária de Santos - APS;Santos;RA Santos;Instalação passarela s metálicas e construção de um dolfim de amarração e reforma estrutural do cais da Ilha Barnabé, na Margem Esquerda do Porto de Santos (APS  o novo nome da Codesp);Infraestrutura;Armazenamento e atividades auxiliares dos transportes
01/10/2020;2020;10;Piticas;Guarulhos;RM São Paulo;Inauguração loja de camisetas e acessórios geek no shopping center Smart Outlet ;Comércio;Comércio varejista
01/10/2020;2020;10;Gil Celulares;Guarulhos;RM São Paulo;Inauguração loja  boutique de acessórios para dispositivos móveis shopping center Smart Outlet;Comércio;Comércio varejista
01/10/2020;2020;10;Usina Lins;Lins;RA Bauru;Aquisição equipamentos agrícolas e expansão do canavial;Agropecuária;Agricultura, pecuária e serviços relacionados
30/09/2020;2020;9;Hotel Hilton Garden;São José do Rio Preto;RA São José do Rio Preto;Construção hotel  no Georgina Business Park na avenida Anísio Haddad;Serviços;Alojamento
30/09/2020;2020;9;Divino Fogão;São José do Rio Preto;RA São José do Rio Preto;Reforma restaurante franqueado,  no cardápio, pizzas, sushi e churrasco no Riopreto Shopping;Serviços;Alimentação
29/09/2020;2020;9;Embrapa e 100% Livre;São Paulo;RM São Paulo;Instalação espaço com sistemas que permitem a reprodução das condições climáticas ideais para o cultivo de cada uma das espécies plantadas;Serviços;Pesquisa e desenvolvimento científico
28/09/2020;2020;9;Mercedes-Benz;São Bernardo do Campo;RM São Paulo;Instalação linha de produção de chassis de ônibus;Indústria;Fabricação de veículos automotores, reboques e carrocerias
27/09/2020;2020;9;Nativas Grill Churrascaria;Sorocaba;RA Sorocaba;Abertura restaurante  especializado em churrasco, na Av. São Paulo, 4520;Serviços;Alimentação
25/09/2020;2020;9;Revo Manufactory;Santos;RA Santos;Abertura cafeteria com restaurante, padaria, confeitaria, torrefação de café Av. Dr. Epitácio Pessoa, 737;Serviços;Alimentação
25/09/2020;2020;9;Sonda Supermercados;São Bernardo do Campo;RM São Paulo;Reforma supermercado com predominância de venda de produtos alimentícios na Avenida Pereira Barreto;Comércio;Comércio varejista
24/09/2020;2020;9;Fundação Escola Nacional de Seguros - Funenseg;São Paulo;RM São Paulo;Inauguração espaço a Sala do Futuro com ensino a distância com o compartilhamento aplicativos e mídias e fazer a edição de arquivos de forma colaborativa para a escola de seguros de nível técnico;Serviços;Educação
24/09/2020;2020;9;Santa Casa de Santos;Santos;RA Santos;Inauguração Centro cirúrgico do complexo hospitalar filantrópico, unidade tem 17 salas operatórias, sala de recuperação com 21 leitos, centrais para esterilização, equipamentos e almoxarifado, torneiras com sensor, farmácia e sala de espera;Serviços;Atividades de atenção à saúde humana
24/09/2020;2020;9;Rota das Bandeiras;Jundiaí;RA Campinas;Duplicação rodovia trecho de 2,4 km da rodovia João Cereser (SP-360);Infraestrutura;Armazenamento e atividades auxiliares dos transportes
23/09/2020;2020;9;Complexo Empresarial e Aeroportuário Andaraguá;Praia Grande;RA Santos;Construção complexo de um aeroporto de cargas, com pista de 2,6 quilômetros e estrutura para abrigar 212 galpões;Serviços;Atividades imobiliárias
23/09/2020;2020;9;Class Men;São José do Rio Preto;RA São José do Rio Preto;Inauguração loja de calçados e moda masculina;Comércio;Comércio varejista
23/09/2020;2020;9; Fit Moda Fitness;São José do Rio Preto;RA São José do Rio Preto;Mudança loja especializada em moda fitness na avenida Murchid Homsi;Comércio;Comércio varejista
23/09/2020;2020;9;La Pierre;São José do Rio Preto;RA São José do Rio Preto;Desenvolvimento plataforma de loja um e-commerce voltado para o público feminino de jóias de prata;Comércio;Comércio varejista
23/09/2020;2020;9;Chez Claude;São Paulo;RM São Paulo;Inauguração restaurante com ambiente familiar tipo francês;Serviços;Alimentação
23/09/2020;2020;9;Sorvetes Verão Vivo;Sorocaba;RA Sorocaba;Instalação fábrica de sorvetes na avenida Comendador Camilo Júlio, na zona industria;Indústria;Fabricação de produtos alimentícios
23/09/2020;2020;9;Shopping Atacadista Moda Brasil Rio Preto;Cedral;RA São José do Rio Preto;Instalação Shopping Center atacadista de roupas;Serviços;Atividades imobiliárias
23/09/2020;2020;9;Cofco Brasil ;São Paulo;RM São Paulo;Implantação plataforma online o Meu Portal COFCO, que oferece ao produtor acesso a serviços e informações para a gestão eficiente do seu negócio;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
22/09/2020;2020;9;Terraço Itália;São Paulo;RM São Paulo;Reforma restaurante  italiano sofisticado com iluminação por velas, um piano e uma vista incrível para a cidade;Serviços;Alimentação
21/09/2020;2020;9;Usina Diana;Avanhandava;RA Araçatuba;Compra trator e transbordos para colheita de cana, reforma da caldeira e reformou 70% do canavial próprio;Agropecuária;Agricultura, pecuária e serviços relacionados
21/09/2020;2020;9;Marfrig;São Paulo;RM São Paulo;Implantação Sistema  para garantir a sustentabilidade dentro da cadeia de carne bovina, o plano Verde Mais, lançado em julho pela Marfrig, e se chama Mapa de Mitigação de Riscos;Indústria;Fabricação de produtos alimentícios
20/09/2020;2020;9;Toyota;Sorocaba;RA Sorocaba;Instalação sede administrativa da fábrica de automóveis;Serviços;Atividades de sedes de empresas e de consultoria em gestão empresarial
20/09/2020;2020;9;Bolo da Madre;Americana;RA Campinas;Abertura loja franqueada de revenda de bolos;Comércio;Comércio varejista
20/09/2020;2020;9;Café Journal;São Paulo;RM São Paulo;Compra equipamento de esterilização o BOX UV-C, caixa com luz ultravioleta em que os clientes colocam celulares, chaves, bolsas e carteiras para eliminar germes, bactérias, fungos e vírus;Serviços;Alimentação
20/09/2020;2020;9;Meister Safe;São Paulo;RM São Paulo;Abertura empresa para fornecer projetos de aplicação de raios ultravioletas para descontaminação de ambientes;Serviços;"Serviços de arquitetura e engenharia; testes e análises técnicas"
20/09/2020;2020;9;Roboris;São Paulo;RM São Paulo;Desenvolvimento produção para evitar a intubação de pacientes com dificuldades respiratórias, um capacete de ventilação da empresa de tecnologia e engenharia;Indústria;Fabricação de produtos diversos
19/09/2020;2020;9;Chocolateria Brasileira;Caraguatatuba;RA São José dos Campos;Inauguração loja varejista de chocolates finos no Caraguá Praia Shopping;Comércio;Comércio varejista
18/09/2020;2020;9;Acqualinda;Andradina;RA Araçatuba;Construção parque  aquático o parque estará inserido em uma terra primitiva, tribos ancestrais convivem com alienígenas com tecnologia futurística (complemento ficha 4895 );Serviços;Atividades esportivas e de recreação e lazer
18/09/2020;2020;9;Tujuína;São Paulo;RM São Paulo;Inauguração restaurante especializado em peixes e frutos do mar;Serviços;Alimentação
18/09/2020;2020;9;Gerando Falcões;Poá;RM São Paulo;Inauguração loja tipo bazar-escola para vender computadores, eletrodomésticos, móveis e roupas usadas;Comércio;Comércio varejista
18/09/2020;2020;9;Mini Extra;São Paulo;RM São Paulo;Inauguração supermercado varejista de mercadorias em geral, com predominância de produtos alimentícios com lanchonete;Comércio;Comércio varejista
17/09/2020;2020;9;Repassa;São Paulo;RM São Paulo;Expansão empresa brechó online ampliação do espaço de trabalho e triagem das roupas que recebe;Comércio;Comércio varejista
17/09/2020;2020;9;Eternit;Atibaia;RA Campinas;Instalação Linha de produção e desemvolvimento de telha de concreto fotovoltaica;Indústria;Fabricação de máquinas, aparelhos e materiais elétricos
17/09/2020;2020;9;Ototo;São Paulo;RM São Paulo;Inauguração restaurante delivery de bentôs, espécie de marmita japonesa;Serviços;Alimentação
16/09/2020;2020;9;Centro Lyra Odontologia;São José do Rio Preto;RA São José do Rio Preto;Compra equipamento para clínica odontológica;Serviços;Atividades de atenção à saúde humana
16/09/2020;2020;9;DenteSpa;São José do Rio Preto;RA São José do Rio Preto;Compra equipamento como scanner para a área de prótese, impressora 3D e máquina de laser para remoção de lente de contato para clínica odontológica;Serviços;Atividades de atenção à saúde humana
16/09/2020;2020;9;Kodilar;São José do Rio Preto;RA São José do Rio Preto;Inauguração centro de distribuição da indústria de alimentos;Indústria;Fabricação de produtos alimentícios
15/09/2020;2020;9;Usina Santa Lúcia;Araras;RA Campinas;Implantação equipamento  um turbo gerador com potência de 10MW (condensação), um condensador evaporativo de 50 tvp/h e o S-PAA, plataforma integrada de inteligência artificial para a cogeração de energia a partir do bagaço de cana;Infraestrutura;Eletricidade, gás e outras utilidades
15/09/2020;2020;9;Max Atacadista;Fernandópolis;RA São José do Rio Preto;Construção atacado com varejo de mercearia, alimentos, perecíveis, bazar, embalagens, higiene, bebidas e limpeza na avenida Getúlio Vargas, às margens da SP-320;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
14/09/2020;2020;9;Rota das Bandeiras;Inter-regionais;Inter-regionais;Implantação marginais  e remodelação dos dispositivos na rodovia D. Pedro I (SP-065);Infraestrutura;Armazenamento e atividades auxiliares dos transportes
14/09/2020;2020;9;Sicoob Credicitrus;Holambra;RA Campinas;Abertura agência da cooperativa de crédito para o setor agropecuário;Serviços;Atividades de serviços financeiros
14/09/2020;2020;9;Sicoob Credicitrus;Jaguariúna;RA Campinas;Abertura agência da cooperativa de crédito para o setor agropecuário;Serviços;Atividades de serviços financeiros
14/09/2020;2020;9;Sicoob Credicitrus;Paulínia;RA Campinas;Abertura agência da cooperativa de crédito para o setor agropecuário;Serviços;Atividades de serviços financeiros
14/09/2020;2020;9;Sicoob Credicitrus;Catanduva;RA São José do Rio Preto;Abertura agência da cooperativa de crédito para o setor agropecuário;Serviços;Atividades de serviços financeiros
14/09/2020;2020;9;Sicoob Credicitrus;Jundiaí;RA Campinas;Abertura agência da cooperativa de crédito para o setor agropecuário;Serviços;Atividades de serviços financeiros
14/09/2020;2020;9;Sicoob Cecresa;Rio Claro;RA Campinas;Abertura agência da cooperativa de crédito para o setor agropecuário;Serviços;Atividades de serviços financeiros
14/09/2020;2020;9;Jacto;Pompéia;RA Marília;Desenvolvimento produto(s)  com tecnologias para agricultura tropical;Indústria;Fabricação de máquinas e equipamentos
14/09/2020;2020;9;Bradesco;São Paulo;RM São Paulo;Implantação plataforma de um banco digital o BITZ Serviços Financeiros ;Serviços;Atividades de serviços financeiros
11/09/2020;2020;9;Chez Bisutti Club Med Lake Paradise;Mogi das Cruzes;RM São Paulo;Construção espaço de eventos e casamentos em meio à beleza natural;Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
11/09/2020;2020;9;Mr. Fit;São Caetano do Sul;RM São Paulo;Inauguração restaurante  franqueado especializado em culinária saudável no ark Shopping São Caetano;Serviços;Alimentação
10/09/2020;2020;9;Paru;Santos;RA Santos;Inauguração restaurante especializado comida de rua do mar, que abre no novo Mercado de Peixes;Serviços;Alimentação
10/09/2020;2020;9;Universidade de Sorocaba - Uniso;Sorocaba;RA Sorocaba;Instalação clínica  odontológica e laboratórios de pesquisa na Cidade Universitária;Serviços;Educação
